01069, 740.09731366, 463.241137095, 88787, 4e-05
01061, 730.413538241, 465.838757711, 25764, 3.8e-05
01045, 733.967850833, 457.849623249, 49129, 3.9e-05
01031, 726.661721748, 459.039231303, 43615, 3.8e-05
01039, 717.962710784, 463.38408665, 37631, 3.7e-05
01097, 684.031627259, 477.419999644, 399843, 4.2e-05
01003, 693.728752999, 478.52220435, 140415, 3.7e-05
01053, 704.378463736, 467.728950494, 38440, 4e-05
01023, 681.164763089, 448.723417337, 15922, 3.6e-05
01025, 690.135425828, 457.231431451, 27867, 3.6e-05
01131, 699.905697703, 447.728875269, 13183, 3.6e-05
01109, 726.562430436, 449.424069506, 29605, 3.8e-05
01011, 730.528197664, 442.487321425, 11714, 4.4e-05
01087, 729.976905092, 435.616681168, 24105, 4.4e-05
01085, 711.782108762, 442.95668936, 13473, 3.6e-05
01101, 720.281573781, 440.436162917, 223510, 5.7e-05
01051, 720.429941471, 431.932714339, 65874, 4.2e-05
01001, 711.102310642, 434.092145399, 43671, 4.5e-05
01047, 702.54948917, 439.147483829, 46365, 4.1e-05
01091, 689.111823691, 442.780135295, 22539, 3.8e-05
01119, 681.197260531, 435.465255817, 14798, 3.8e-05
01105, 698.05262265, 433.450950914, 11861, 3.8e-05
01021, 709.066138081, 427.045616189, 39593, 4e-05
01037, 718.14032411, 424.013010057, 12202, 3.9e-05
01123, 726.786957626, 425.581067716, 41475, 4e-05
01027, 724.378326589, 415.259972822, 14254, 3.7e-05
01121, 718.485365885, 413.521338651, 80321, 4.9e-05
01117, 709.193528999, 417.394467797, 143293, 5.6e-05
01007, 700.56183413, 424.30674234, 20826, 4.1e-05
01065, 691.517351115, 431.02071473, 17185, 3.8e-05
01063, 685.451950629, 429.524025294, 9974, 3.9e-05
01107, 681.51597746, 419.492278506, 20949, 4e-05
01125, 692.900099393, 417.773844647, 164875, 5.4e-05
01073, 704.191210749, 411.014665198, 662047, 7.3e-05
01127, 695.422865001, 406.085664129, 70713, 4.5e-05
01075, 680.505380484, 407.82842028, 15904, 3.9e-05
01057, 687.920113121, 408.649107957, 18495, 3.9e-05
01059, 684.052228983, 391.998641366, 31223, 3.9e-05
01093, 683.690076451, 399.314186551, 31214, 3.9e-05
01133, 693.410280556, 397.910233278, 24843, 3.8e-05
01043, 703.532224111, 397.229363171, 77483, 4.1e-05
01009, 708.864638478, 400.653042227, 51024, 4.2e-05
01115, 714.563978269, 406.272136377, 64742, 4.7e-05
01015, 723.907941153, 403.837487318, 112249, 5.6e-05
01055, 719.112287909, 398.290991634, 103459, 4.9e-05
01095, 713.174556494, 390.627018201, 82231, 3.9e-05
01103, 702.624988295, 389.788894045, 111064, 5.3e-05
01079, 693.874641618, 389.291050869, 34803, 4.1e-05
01033, 684.091279484, 385.661834299, 54984, 4.6e-05
01077, 686.294590746, 380.947137668, 87966, 4.6e-05
01083, 699.580832555, 382.011116267, 65676, 4.2e-05
01089, 707.938558006, 382.483904975, 276700, 5.1e-05
01071, 718.185034982, 380.767991831, 53926, 3.7e-05
01049, 722.977700224, 387.203348057, 64452, 3.7e-05
01019, 727.245817908, 393.49001453, 23988, 4e-05
01029, 729.475792575, 405.900762486, 14123, 4e-05
01111, 732.23949364, 414.266944749, 22380, 3.8e-05
01017, 734.546153087, 422.891246959, 36583, 4.2e-05
01081, 736.280761314, 430.281309969, 115092, 5e-05
01113, 740.385154867, 436.939588695, 49756, 5.6e-05
01005, 737.208936942, 447.146145861, 29038, 4e-05
05003, 610.743617256, 425.889963233, 24209, 3.8e-05
05115, 584.595501637, 373.856308118, 54469, 4.1e-05
05045, 597.98983179, 380.791319156, 86014, 4.1e-05
05145, 608.976869458, 377.384489538, 67165, 3.7e-05
05035, 636.087610177, 378.37821051, 50866, 3.9e-05
05007, 561.281703823, 354.073660072, 153406, 3.9e-05
05143, 562.191078248, 362.067165249, 157715, 4.2e-05
05033, 562.099452546, 371.558981234, 53247, 3.7e-05
05131, 561.617863693, 380.314497128, 115071, 4.4e-05
05051, 583.43809145, 394.76336176, 88068, 4.2e-05
05125, 591.886598455, 392.665686178, 83529, 4.2e-05
05119, 598.676543754, 389.524749021, 361474, 5.3e-05
05085, 606.85510121, 389.179491963, 52828, 3.7e-05
05069, 607.58771765, 401.432265146, 84278, 4e-05
05053, 597.138270392, 400.997891074, 16464, 3.8e-05
05059, 586.230972329, 400.562508466, 30353, 4.3e-05
05039, 593.624316627, 408.471352209, 9210, 3.7e-05
05025, 601.924132562, 409.826156536, 8571, 3.7e-05
05011, 602.879057538, 419.949723516, 12600, 3.8e-05
05013, 596.205605475, 418.247258405, 5744, 3.8e-05
05103, 589.665695621, 417.666375232, 28790, 4.2e-05
05099, 580.585778389, 415.733444549, 9955, 3.8e-05
05057, 573.597978096, 414.376787659, 23587, 3.9e-05
05019, 582.82199309, 406.738228284, 23546, 4e-05
05061, 567.056605255, 406.453829102, 14300, 3.7e-05
05133, 562.777508137, 409.082763935, 15757, 3.6e-05
05081, 563.079984877, 415.547442088, 13628, 3.7e-05
05091, 569.58487356, 424.873821877, 40443, 4.5e-05
05073, 575.124844914, 425.905378597, 8559, 3.8e-05
05027, 582.485448502, 426.537459662, 25603, 4.5e-05
05139, 595.14987863, 427.226433206, 45629, 5.4e-05
04019, 220.114121209, 427.628584153, 843746, 4.3e-05
04027, 181.81437775, 404.543651821, 160026, 4.3e-05
04013, 214.128077618, 396.893960776, 3072149, 6.8e-05
06025, 156.397958859, 393.161127277, 142361, 5.6e-05
06065, 146.410389633, 374.21707964, 1545387, 6.1e-05
06073, 129.2075529, 387.064888184, 2813833, 6.6e-05
06059, 113.997715586, 368.503452566, 2846289, 9.8e-05
06037, 105.369854549, 359.050126004, 9519338, 0.00011
06111, 93.4973310868, 344.590570899, 753197, 5.8e-05
06083, 76.0382837186, 340.420376302, 399347, 6.4e-05
06079, 74.975553985, 318.463433047, 246681, 3.6e-05
06029, 103.787886113, 326.006585349, 661645, 9.7e-05
06071, 148.402461892, 350.061039619, 1709434, 7.7e-05
06027, 136.048381588, 306.102582286, 17945, 5.3e-05
06107, 108.085024898, 306.351832438, 368021, 5.8e-05
06031, 89.2713893096, 304.772281089, 129461, 5.1e-05
06039, 97.2145136451, 278.975077449, 123109, 6e-05
06019, 95.6093812211, 290.162708843, 799407, 6.4e-05
06053, 65.6137434028, 295.445636927, 401762, 4e-05
06069, 69.4900001127, 286.818578085, 53234, 3.7e-05
06047, 80.1217093401, 275.749681794, 210554, 4.7e-05
06087, 56.5533438458, 272.76016278, 255602, 4.4e-05
06081, 52.6171444847, 262.707477827, 707161, 5.6e-05
06001, 61.782098866, 259.312457296, 1443741, 7e-05
06085, 63.1509653633, 270.516712105, 1682585, 6.3e-05
06099, 77.5948233373, 265.302047042, 446997, 5.1e-05
06109, 98.6349616034, 260.991971394, 54501, 3.7e-05
06077, 74.1740312349, 256.485831492, 563598, 5.2e-05
06013, 62.7064814493, 253.075658488, 948816, 5e-05
06017, 92.7248551882, 240.455739829, 156299, 4e-05
06067, 74.3547338322, 245.49501455, 1223499, 6.1e-05
06095, 64.1452346104, 245.330036641, 394542, 4.6e-05
06075, 52.7404001225, 254.517429395, 776733, 8.4e-05
06041, 49.9496408592, 245.964096926, 247289, 3.6e-05
06055, 59.4974975965, 238.640934445, 124279, 4.1e-05
06097, 49.9116502001, 235.013027008, 458614, 3.9e-05
06113, 68.2602083189, 236.862609218, 168660, 5.9e-05
06061, 90.0298511972, 233.575536165, 248399, 5.2e-05
06057, 92.8229325958, 227.785670718, 92033, 4.3e-05
06115, 81.8982358215, 225.444950413, 60219, 4.9e-05
06101, 74.2003718491, 229.646592975, 78930, 5.6e-05
06007, 79.7767444918, 214.910128237, 203171, 4.7e-05
06021, 65.2043358182, 213.245337355, 26453, 6.9e-05
06103, 71.5357873301, 202.011508844, 56039, 3.9e-05
06089, 77.359494209, 188.945068958, 163256, 5.7e-05
08005, 380.281283151, 270.268826873, 487967, 5.9e-05
08123, 381.964120228, 249.569690739, 180936, 4.3e-05
08001, 379.950978294, 265.078784954, 363857, 6.6e-05
08031, 371.038986573, 266.847932979, 554636, 7.9e-05
08035, 369.416030839, 276.970309849, 175766, 3.7e-05
08041, 375.790705669, 289.021943113, 516929, 4e-05
08059, 364.301409054, 270.903209636, 527056, 5.5e-05
08013, 363.771063485, 258.354151519, 291288, 4.2e-05
09003, 925.917212741, 177.152290276, 857183, 5.7e-05
09005, 917.693447363, 179.72354771, 182193, 4.8e-05
09001, 917.147792831, 191.892113077, 882567, 5.3e-05
09009, 924.915452791, 187.557375239, 824008, 5.4e-05
09007, 931.146412937, 184.643328414, 155071, 5.1e-05
09011, 938.027522345, 181.994248357, 259088, 4.5e-05
09013, 932.609837236, 174.394154191, 136364, 5e-05
09015, 938.079587104, 173.799449769, 109091, 4.1e-05
10003, 888.26796027, 239.785084878, 500265, 4.9e-05
12005, 737.145880464, 484.257917437, 148217, 3.8e-05
12063, 743.171420811, 471.505245433, 46755, 3.7e-05
12015, 820.829889027, 552.015465126, 141627, 3.8e-05
12071, 822.736368501, 559.319167615, 440888, 4.7e-05
12021, 836.541448838, 567.52642265, 251377, 4.2e-05
12086, 855.717845944, 576.450702277, 2253362, 4.9e-05
12011, 854.318125011, 564.174521982, 1623018, 5e-05
12099, 852.886370359, 552.951546188, 1131184, 5.1e-05
12115, 812.59196274, 546.551630755, 325957, 4e-05
12085, 851.488938769, 543.179935627, 126731, 4e-05
12081, 811.952211238, 540.470074422, 264002, 3.9e-05
12103, 802.477599536, 530.790749691, 921482, 4.5e-05
12057, 810.083518173, 529.957501469, 998948, 4.7e-05
12053, 806.669639534, 515.743600145, 130802, 4e-05
12101, 807.37572525, 521.20381291, 344765, 4e-05
12097, 833.272541527, 523.052424046, 172493, 4e-05
12105, 823.189521658, 527.49503955, 483924, 4e-05
12095, 828.477422871, 512.999289781, 896344, 5.2e-05
12117, 829.684398031, 508.399477043, 365196, 4.9e-05
